mkt   , date    , adv_issues, dec_issues, unch_issues, adv_volume    , dec_volume   , unch_volume  , new_highs, new_lows   
NASDAQ, 1992-04-10, 1267      , 908       , 2054       , 63738         , 82448        , 33335        ,          ,            
NASDAQ, 1992-04-13, 1029      , 1030      , 2177       , 54670         , 46967        , 26382        ,          ,            
NASDAQ, 1992-04-14, 1283      , 905       , 2050       , 111836        , 51229        , 32531        ,          ,            
NASDAQ, 1992-04-15, 1214      , 971       , 2056       , 101581        , 83610        , 33384        ,          ,            
NASDAQ, 1992-04-16, 854       , 1327      , 2061       , 41993         , 118514       , 37970        ,          ,            
NASDAQ, 1992-04-20, 678       , 1628      , 1937       , 25617         , 132394       , 20040        ,          ,            
NASDAQ, 1992-04-21, 961       , 1244      , 2037       , 74198         , 101065       , 26513        ,          ,            
NASDAQ, 1992-04-22, 1163      , 1052      , 2028       , 99324         , 70942        , 28623        ,          ,            
NASDAQ, 1992-04-23, 1063      , 1141      , 2036       , 72652         , 97986        , 31241        ,          ,            
NASDAQ, 1992-04-24, 1074      , 1036      , 2127       , 43522         , 94580        , 27865        ,          ,            
NASDAQ, 1992-04-27, 804       , 1318      , 2116       , 37902         , 90011        , 24229        ,          ,            
NASDAQ, 1992-04-28, 832       , 1356      , 2054       , 42020         , 114794       , 30668        ,          ,            
NASDAQ, 1992-04-29, 1312      , 857       , 2077       , 116606        , 36525        , 27248        ,          ,            
NASDAQ, 1992-04-30, 1348      , 794       , 2106       , 116107        , 38887        , 25126        ,          ,            
NASDAQ, 1992-05-01, 1054      , 1028      , 2167       , 67009         , 56030        , 24256        ,          ,            
NASDAQ, 1992-05-04, 1242      , 890       , 2129       , 83631         , 34464        , 26138        ,          ,            
NASDAQ, 1992-05-05, 1200      , 936       , 2119       , 87605         , 48320        , 34012        ,          ,            
NASDAQ, 1992-05-06, 1182      , 967       , 2110       , 84632         , 56406        , 30378        ,          ,            
NASDAQ, 1992-05-07, 1003      , 1097      , 2164       , 61774         , 80616        , 27890        ,          ,            
NASDAQ, 1992-05-08, 1005      , 1072      , 2184       , 65848         , 56966        , 31893        ,          ,            
NASDAQ, 1992-05-11, 1119      , 1032      , 2111       , 63351         , 49345        , 28371        ,          ,            
NASDAQ, 1992-05-12, 1004      , 1150      , 2113       , 53076         , 76062        , 33204        ,          ,            
NASDAQ, 1992-05-13, 998       , 1135      , 2124       , 57296         , 76642        , 37811        ,          ,            
NASDAQ, 1992-05-14, 863       , 1267      , 2129       , 47700         , 98693        , 38791        ,          ,            
NASDAQ, 1992-05-15, 928       , 1173      , 2154       , 56142         , 59882        , 26863        ,          ,            
NASDAQ, 1992-05-18, 1079      , 1048      , 2132       , 55373         , 48476        , 25503        ,          ,            
NASDAQ, 1992-05-19, 1098      , 1055      , 2108       , 66496         , 56703        , 33473        ,          ,            
NASDAQ, 1992-05-20, 1087      , 1085      , 2090       , 79144         , 46128        , 34958        ,          ,            
NASDAQ, 1992-05-21, 1046      , 1098      , 2117       , 72713         , 65652        , 37494        ,          ,            
NASDAQ, 1992-05-22, 1056      , 955       , 2250       , 56915         , 42671        , 25266        ,          ,            
NASDAQ, 1992-05-26, 783       , 1318      , 2152       , 32050         , 70313        , 24381        ,          ,            
NASDAQ, 1992-05-27, 1044      , 1014      , 2196       , 61354         , 48414        , 28569        ,          ,            
NASDAQ, 1992-05-28, 1088      , 965       , 2200       , 71675         , 51024        , 30501        ,          ,            
NASDAQ, 1992-05-29, 1265      , 896       , 2091       , 108390        , 50881        , 29359        ,          ,            
NASDAQ, 1992-06-01, 1082      , 1051      , 2121       , 71406         , 45141        , 25020        ,          ,            
NASDAQ, 1992-06-02, 1182      , 1050      , 2018       , 75597         , 61112        , 28253        ,          ,            
NASDAQ, 1992-06-03, 1081      , 996       , 2171       , 79100         , 59679        , 33082        ,          ,            
NASDAQ, 1992-06-04, 972       , 1086      , 2197       , 64291         , 75237        , 28589        ,          ,            
NASDAQ, 1992-06-05, 921       , 1097      , 2237       , 54823         , 73420        , 40148        ,          ,            
NASDAQ, 1992-06-08, 907       , 1173      , 2177       , 36436         , 66487        , 26128        ,          ,            
NASDAQ, 1992-06-09, 756       , 1474      , 2019       , 36319         , 120626       , 25273        ,          ,            
NASDAQ, 1992-06-10, 900       , 1201      , 2146       , 46016         , 83205        , 27804        ,          ,            
NASDAQ, 1992-06-11, 892       , 1235      , 2122       , 57245         , 72682        , 30222        ,          ,            
NASDAQ, 1992-06-12, 1158      , 894       , 2199       , 70169         , 51251        , 28094        ,          ,            
NASDAQ, 1992-06-15, 1183      , 1087      , 1976       , 63040         , 48292        , 21024        ,          ,            
NASDAQ, 1992-06-16, 1050      , 1298      , 1904       , 44783         , 94934        , 23462        ,          ,            
NASDAQ, 1992-06-17, 776       , 1707      , 1762       , 30912         , 133739       , 25916        ,          ,            
NASDAQ, 1992-06-18, 811       , 1516      , 1845       , 58470         , 99036        , 30357        ,          ,            
NASDAQ, 1992-06-19, 1340      , 1019      , 1880       , 93041         , 62099        , 22428        ,          ,            
NASDAQ, 1992-06-22, 844       , 1571      , 1823       , 44472         , 87173        , 19027        ,          ,            
NASDAQ, 1992-06-23, 1296      , 1096      , 1851       , 79936         , 56718        , 29015        ,          ,            
NASDAQ, 1992-06-24, 1094      , 1181      , 1970       , 53863         , 76865        , 21602        ,          ,            
NASDAQ, 1992-06-25, 1045      , 1215      , 1986       , 54669         , 88840        , 27712        ,          ,            
NASDAQ, 1992-06-26, 1167      , 1059      , 2019       , 63650         , 62646        , 23811        ,          ,            
NASDAQ, 1992-06-29, 1367      , 1023      , 1856       , 104750        , 33777        , 20994        ,          ,            
NASDAQ, 1992-06-30, 1522      , 893       , 1836       , 107957        , 54523        , 32708        ,          ,            
NASDAQ, 1992-07-01, 1006      , 775       , 1075       , 95774         , 47763        , 19953        ,          ,            
NASDAQ, 1992-07-02, 1134      , 1212      , 1896       , 47873         , 123543       , 23235        ,          ,            
NASDAQ, 1992-07-06, 1060      , 1287      , 1889       , 49053         , 61561        , 24159        ,          ,            
NASDAQ, 1992-07-07, 1105      , 1332      , 1804       , 47402         , 102851       , 24154        ,          ,            
NASDAQ, 1992-07-08, 1059      , 1307      , 1876       , 76859         , 61836        , 22930        ,          ,            
NASDAQ, 1992-07-09, 1479      , 917       , 1845       , 117134        , 35308        , 23396        ,          ,            
NASDAQ, 1992-07-10, 1392      , 996       , 1852       , 87704         , 38672        , 25129        ,          ,            
NASDAQ, 1992-07-13, 1237      , 1094      , 1907       , 68038         , 44935        , 19956        ,          ,            
NASDAQ, 1992-07-14, 1355      , 1012      , 1861       , 94745         , 41379        , 31072        ,          ,            
NASDAQ, 1992-07-15, 1246      , 1130      , 1838       , 79859         , 61473        , 28051        ,          ,            
NASDAQ, 1992-07-16, 1183      , 1189      , 1845       , 87243         , 58594        , 26852        ,          ,            
NASDAQ, 1992-07-17, 945       , 1311      , 1966       , 38508         , 81347        , 26918        ,          ,            
NASDAQ, 1992-07-20, 924       , 1500      , 1795       , 33231         , 64678        , 19925        ,          ,            
NASDAQ, 1992-07-21, 1362      , 1043      , 1814       , 85441         , 46329        , 23548        ,          ,            
NASDAQ, 1992-07-22, 1012      , 1367      , 1837       , 59835         , 83608        , 24907        ,          ,            
NASDAQ, 1992-07-23, 1210      , 1110      , 1894       , 80879         , 54169        , 29512        ,          ,            
NASDAQ, 1992-07-24, 1170      , 1208      , 1835       , 74790         , 66766        , 26226        ,          ,            
NASDAQ, 1992-07-27, 1100      , 1152      , 1954       , 52367         , 54145        , 21619        ,          ,            
NASDAQ, 1992-07-28, 1448      , 927       , 1830       , 100945        , 44985        , 27382        ,          ,            
NASDAQ, 1992-07-29, 1425      , 1014      , 1766       , 124121        , 57248        , 29570        ,          ,            
NASDAQ, 1992-07-30, 1227      , 1086      , 1894       , 89628         , 52727        , 26395        ,          ,            
NASDAQ, 1992-07-31, 1326      , 977       , 1870       , 88264         , 54745        , 25776        ,          ,            
NASDAQ, 1992-08-03, 1184      , 1138      , 1889       , 69919         , 47827        , 23551        ,          ,            
NASDAQ, 1992-08-04, 1182      , 1219      , 1807       , 66889         , 75995        , 25608        ,          ,            
NASDAQ, 1992-08-05, 1042      , 1231      , 1924       , 44842         , 84947        , 33993        ,          ,            
NASDAQ, 1992-08-06, 989       , 1285      , 1917       , 56045         , 78256        , 22528        ,          ,            
NASDAQ, 1992-08-07, 1193      , 1109      , 1890       , 65142         , 59116        , 25418        ,          ,            
NASDAQ, 1992-08-10, 1033      , 1272      , 1890       , 49011         , 49188        , 22254        ,          ,            
NASDAQ, 1992-08-11, 1034      , 1262      , 1905       , 50353         , 67781        , 27002        ,          ,            
NASDAQ, 1992-08-12, 1155      , 1149      , 1895       , 63850         , 55772        , 24530        ,          ,            
NASDAQ, 1992-08-13, 1143      , 1162      , 1895       , 60613         , 57665        , 24905        ,          ,            
NASDAQ, 1992-08-14, 1266      , 997       , 1937       , 65244         , 53503        , 26899        ,          ,            
NASDAQ, 1992-08-17, 1179      , 1231      , 1791       , 50182         , 56981        , 25399        ,          ,            
NASDAQ, 1992-08-18, 1035      , 1289      , 1879       , 51940         , 56152        , 32250        ,          ,            
NASDAQ, 1992-08-19, 1028      , 1330      , 1838       , 55641         , 74540        , 25962        ,          ,            
NASDAQ, 1992-08-20, 1054      , 1266      , 1876       , 63199         , 65406        , 26890        ,          ,            
NASDAQ, 1992-08-21, 1084      , 1296      , 1817       , 54179         , 80038        , 33083        ,          ,            
NASDAQ, 1992-08-24, 732       , 1695      , 1768       , 27769         , 94925        , 15764        ,          ,            
NASDAQ, 1992-08-25, 1025      , 1337      , 1835       , 55932         , 72763        , 23713        ,          ,            
NASDAQ, 1992-08-26, 1246      , 1060      , 1889       , 77143         , 45825        , 22901        ,          ,            
NASDAQ, 1992-08-27, 1333      , 975       , 1885       , 94020         , 41189        , 20279        ,          ,            
NASDAQ, 1992-08-28, 1157      , 1094      , 1938       , 53903         , 50359        , 22849        ,          ,            
NASDAQ, 1992-08-31, 1094      , 1225      , 1869       , 58029         , 51751        , 23752        ,          ,            
NASDAQ, 1992-09-01, 1273      , 1146      , 1769       , 82984         , 47234        , 26651        ,          ,            
NASDAQ, 1992-09-02, 1287      , 986       , 1915       , 110787        , 33178        , 26370        ,          ,            
NASDAQ, 1992-09-03, 1469      , 986       , 1732       , 96288         , 60305        , 29904        ,          ,            
NASDAQ, 1992-09-04, 1042      , 1154      , 1991       , 44821         , 51858        , 25699        ,          ,            
NASDAQ, 1992-09-08, 947       , 1347      , 1884       , 42870         , 57503        , 23502        ,          ,            
NASDAQ, 1992-09-09, 1254      , 1136      , 1789       , 92785         , 53598        , 23903        ,          ,            
NASDAQ, 1992-09-10, 1356      , 1011      , 1813       , 134808        , 40382        , 25748        ,          ,            
NASDAQ, 1992-09-11, 1288      , 1096      , 1797       , 108579        , 55947        , 23801        ,          ,            
NASDAQ, 1992-09-14, 1501      , 970       , 1712       , 161195        , 46157        , 19647        ,          ,            
NASDAQ, 1992-09-15, 924       , 1491      , 1768       , 42569         , 111219       , 29225        ,          ,            
NASDAQ, 1992-09-16, 1171      , 1277      , 1736       , 75862         , 75177        , 30467        ,          ,            
NASDAQ, 1992-09-17, 1184      , 1150      , 1853       , 94759         , 62467        , 25938        ,          ,            
NASDAQ, 1992-09-18, 1270      , 1087      , 1830       , 95587         , 70326        , 33504        ,          ,            
NASDAQ, 1992-09-21, 1085      , 1259      , 1840       , 70098         , 65299        , 24061        ,          ,            
NASDAQ, 1992-09-22, 1034      , 1393      , 1760       , 63579         , 115045       , 26295        ,          ,            
NASDAQ, 1992-09-23, 1085      , 1288      , 1814       , 80076         , 85265        , 27902        ,          ,            
NASDAQ, 1992-09-24, 1232      , 1048      , 1911       , 96777         , 59624        , 24287        ,          ,            
NASDAQ, 1992-09-25, 922       , 1449      , 1821       , 56966         , 118910       , 22618        ,          ,            
NASDAQ, 1992-09-28, 1059      , 1282      , 1852       , 44007         , 62746        , 17606        ,          ,            
NASDAQ, 1992-09-29, 1158      , 1109      , 1924       , 53583         , 51034        , 54238        ,          ,            
NASDAQ, 1992-09-30, 1498      , 979       , 1711       , 105599        , 56402        , 25132        ,          ,            
NASDAQ, 1992-10-01, 963       , 1357      , 1872       , 52863         , 104942       , 27323        ,          ,            
NASDAQ, 1992-10-02, 844       , 1469      , 1874       , 43556         , 99906        , 26498        ,          ,            
NASDAQ, 1992-10-05, 668       , 1876      , 1641       , 54147         , 138928       , 30617        ,          ,            
NASDAQ, 1992-10-06, 1366      , 1020      , 1803       , 113546        , 53826        , 28171        ,          ,            
NASDAQ, 1992-10-07, 1088      , 1135      , 1963       , 67585         , 62394        , 26540        ,          ,            
NASDAQ, 1992-10-08, 1345      , 981       , 1862       , 115272        , 61525        , 21057        ,          ,            
NASDAQ, 1992-10-09, 995       , 1297      , 1899       , 62268         , 83590        , 24385        ,          ,            
NASDAQ, 1992-10-12, 1178      , 978       , 2033       , 65232         , 42446        , 20171        ,          ,            
NASDAQ, 1992-10-13, 1241      , 1095      , 1855       , 89243         , 56217        , 22104        ,          ,            
NASDAQ, 1992-10-14, 1165      , 1156      , 1871       , 86781         , 69011        , 19903        ,          ,            
NASDAQ, 1992-10-15, 1131      , 1118      , 1946       , 93298         , 52846        , 27635        ,          ,            
NASDAQ, 1992-10-16, 1209      , 1067      , 1919       , 118042        , 42795        , 22998        ,          ,            
NASDAQ, 1992-10-19, 1393      , 995       , 1801       , 133912        , 39574        , 24643        ,          ,            
NASDAQ, 1992-10-20, 1312      , 1052      , 1824       , 116228        , 81248        , 34888        ,          ,            
NASDAQ, 1992-10-21, 1397      , 1031      , 1763       , 111011        , 77193        , 33842        ,          ,            
NASDAQ, 1992-10-22, 1259      , 1196      , 1739       , 108599        , 95032        , 26167        ,          ,            
NASDAQ, 1992-10-23, 1296      , 1112      , 1791       , 111810        , 81833        , 35596        ,          ,            
NASDAQ, 1992-10-26, 1232      , 1149      , 1822       , 79943         , 63419        , 25433        ,          ,            
NASDAQ, 1992-10-27, 1206      , 1200      , 1795       , 79493         , 92600        , 30481        ,          ,            
NASDAQ, 1992-10-28, 1374      , 1074      , 1754       , 122977        , 55720        , 29902        ,          ,            
NASDAQ, 1992-10-29, 1339      , 1116      , 1750       , 133051        , 56561        , 24862        ,          ,            
NASDAQ, 1992-10-30, 1267      , 1112      , 1825       , 82116         , 81215        , 29752        ,          ,            
NASDAQ, 1992-11-02, 1243      , 1165      , 1795       , 90530         , 58027        , 30798        ,          ,            
NASDAQ, 1992-11-03, 1118      , 1266      , 1821       , 65514         , 91773        , 30087        ,          ,            
NASDAQ, 1992-11-04, 1219      , 1187      , 1802       , 94980         , 68962        , 25585        ,          ,            
NASDAQ, 1992-11-05, 1413      , 962       , 1831       , 156634        , 52762        , 29050        ,          ,            
NASDAQ, 1992-11-06, 1300      , 1107      , 1798       , 130483        , 70755        , 27915        ,          ,            
NASDAQ, 1992-11-09, 1379      , 1072      , 1750       , 151205        , 65323        , 28900        ,          ,            
NASDAQ, 1992-11-10, 1435      , 1061      , 1708       , 160354        , 68232        , 33571        ,          ,            
NASDAQ, 1992-11-11, 1542      , 947       , 1709       , 184300        , 58084        , 30857        ,          ,            
NASDAQ, 1992-11-12, 1314      , 1186      , 1702       , 119337        , 105285       , 34841        ,          ,            
NASDAQ, 1992-11-13, 1368      , 1103      , 1703       , 106570        , 66072        , 28824        ,          ,            
NASDAQ, 1992-11-16, 1183      , 1315      , 1703       , 79962         , 80414        , 27700        ,          ,            
NASDAQ, 1992-11-17, 1050      , 1445      , 1711       , 65151         , 131696       , 27473        ,          ,            
NASDAQ, 1992-11-18, 1487      , 1040      , 1682       , 144906        , 56003        , 32350        ,          ,            
NASDAQ, 1992-11-19, 1426      , 1129      , 1651       , 150257        , 60084        , 47910        ,          ,            
NASDAQ, 1992-11-20, 1436      , 1098      , 1670       , 134473        , 82050        , 31514        ,          ,            
NASDAQ, 1992-11-23, 1255      , 1279      , 1671       , 77021         , 105906       , 25210        ,          ,            
NASDAQ, 1992-11-24, 1454      , 1107      , 1646       , 145119        , 63367        , 36437        ,          ,            
NASDAQ, 1992-11-25, 1471      , 1054      , 1682       , 112728        , 74947        , 34591        ,          ,            
NASDAQ, 1992-11-27, 1172      , 949       , 2086       , 53403         , 23685        , 16843        ,          ,            
NASDAQ, 1992-11-30, 1426      , 1151      , 1632       , 111638        , 67969        , 38185        ,          ,            
NASDAQ, 1992-12-01, 1315      , 1314      , 1583       , 120185        , 86404        , 30531        ,          ,            
NASDAQ, 1992-12-02, 1302      , 1269      , 1642       , 119409        , 91083        , 32689        ,          ,            
NASDAQ, 1992-12-03, 1418      , 1178      , 1614       , 130229        , 74839        , 33967        ,          ,            
NASDAQ, 1992-12-04, 1493      , 1058      , 1663       , 159099        , 63926        , 38087        ,          ,            
NASDAQ, 1992-12-07, 1456      , 1160      , 1600       , 129000        , 61637        , 35636        ,          ,            
NASDAQ, 1992-12-08, 1332      , 1291      , 1589       , 129348        , 107235       , 38114        ,          ,            
NASDAQ, 1992-12-09, 1230      , 1400      , 1582       , 113944        , 120278       , 35648        ,          ,            
NASDAQ, 1992-12-10, 1100      , 1485      , 1629       , 78938         , 121438       , 40976        ,          ,            
NASDAQ, 1992-12-11, 1243      , 1234      , 1739       , 94276         , 90507        , 28384        ,          ,            
NASDAQ, 1992-12-14, 1217      , 1385      , 1615       , 74431         , 80504        , 39565        ,          ,            
NASDAQ, 1992-12-15, 1121      , 1456      , 1643       , 78756         , 132929       , 37243        ,          ,            
NASDAQ, 1992-12-16, 1164      , 1470      , 1590       , 103904        , 114360       , 40005        ,          ,            
NASDAQ, 1992-12-17, 1456      , 1128      , 1647       , 158745        , 58385        , 30810        ,          ,            
NASDAQ, 1992-12-18, 1386      , 1169      , 1672       , 125907        , 75926        , 42230        ,          ,            
NASDAQ, 1992-12-21, 1287      , 1334      , 1608       , 85674         , 85528        , 31711        ,          ,            
NASDAQ, 1992-12-22, 1261      , 1324      , 1645       , 93129         , 117415       , 37156        ,          ,            
NASDAQ, 1992-12-23, 1411      , 1272      , 1549       , 116723        , 96156        , 40011        ,          ,            
NASDAQ, 1992-12-24, 1291      , 986       , 1952       , 58540         , 23618        , 24105        ,          ,            
NASDAQ, 1992-12-28, 1122      , 1337      , 1771       , 61105         , 56708        , 26252        ,          ,            
NASDAQ, 1992-12-29, 1377      , 1218      , 1635       , 102733        , 63981        , 32996        ,          ,            
NASDAQ, 1992-12-30, 1417      , 1165      , 1650       , 96604         , 59289        , 37589        ,          ,            
NASDAQ, 1992-12-31, 1803      , 920       , 1508       , 113411        , 52310        , 37467        ,          ,            
NASDAQ, 1993-01-04, 1266      , 1360      , 1605       , 70231         , 91224        , 27416        ,          ,            
NASDAQ, 1993-01-05, 1296      , 1293      , 1639       , 113328        , 86772        , 29303        ,          ,            
NASDAQ, 1993-01-06, 1538      , 1056      , 1632       , 173700        , 68120        , 28198        ,          ,            
NASDAQ, 1993-01-07, 1257      , 1329      , 1638       , 124568        , 128795       , 43568        ,          ,            
NASDAQ, 1993-01-08, 1154      , 1435      , 1633       , 84864         , 115009       , 32947        ,          ,            
NASDAQ, 1993-01-11, 1417      , 1155      , 1651       , 112453        , 54610        , 28677        ,          ,            
NASDAQ, 1993-01-12, 1263      , 1368      , 1594       , 81941         , 119364       , 32470        ,          ,            
NASDAQ, 1993-01-13, 1422      , 1151      , 1650       , 134878        , 79118        , 30705        ,          ,            
NASDAQ, 1993-01-14, 1529      , 1058      , 1636       , 175347        , 68591        , 43021        ,          ,            
NASDAQ, 1993-01-15, 1479      , 1140      , 1603       , 144101        , 117978       , 33366        ,          ,            
NASDAQ, 1993-01-18, 1440      , 1150      , 1631       , 109064        , 98792        , 32888        ,          ,            
NASDAQ, 1993-01-19, 1405      , 1251      , 1567       , 124805        , 121810       , 31277        ,          ,            
NASDAQ, 1993-01-20, 1419      , 1201      , 1604       , 147348        , 88362        , 35613        ,          ,            
NASDAQ, 1993-01-21, 1426      , 1192      , 1605       , 157616        , 89434        , 34278        ,          ,            
NASDAQ, 1993-01-22, 1483      , 1188      , 1552       , 146750        , 107005       , 40967        ,          ,            
NASDAQ, 1993-01-25, 1510      , 1167      , 1547       , 166358        , 71866        , 26366        ,          ,            
NASDAQ, 1993-01-26, 1419      , 1225      , 1582       , 137021        , 122631       , 36690        ,          ,            
NASDAQ, 1993-01-27, 1073      , 1639      , 1519       , 67903         , 173795       , 40026        ,          ,            
NASDAQ, 1993-01-28, 1275      , 1346      , 1611       , 103642        , 130044       , 33525        ,          ,            
NASDAQ, 1993-01-29, 1464      , 1174      , 1596       , 104226        , 101040       , 62687        ,          ,            
NASDAQ, 1993-02-01, 1426      , 1197      , 1610       , 120013        , 67132        , 26794        ,          ,            
NASDAQ, 1993-02-02, 1417      , 1254      , 1564       , 130616        , 91891        , 31574        ,          ,            
NASDAQ, 1993-02-03, 1577      , 1125      , 1535       , 252249        , 59231        , 31050        ,          ,            
NASDAQ, 1993-02-04, 1411      , 1299      , 1529       , 126495        , 124434       , 33734        ,          ,            
NASDAQ, 1993-02-05, 1094      , 1588      , 1557       , 78016         , 184090       , 31099        ,          ,            
NASDAQ, 1993-02-08, 1307      , 1407      , 1524       , 82527         , 108841       , 30705        ,          ,            
NASDAQ, 1993-02-09, 1082      , 1560      , 1598       , 98284         , 150239       , 28453        ,          ,            
NASDAQ, 1993-02-10, 1301      , 1320      , 1626       , 135277        , 91632        , 32500        ,          ,            
NASDAQ, 1993-02-11, 1504      , 1183      , 1565       , 111862        , 87841        , 36071        ,          ,            
NASDAQ, 1993-02-12, 1178      , 1413      , 1667       , 66149         , 111197       , 37255        ,          ,            
NASDAQ, 1993-02-16, 621       , 2376      , 1259       , 26827         , 258736       , 18159        ,          ,            
NASDAQ, 1993-02-17, 1031      , 1728      , 1499       , 95503         , 145594       , 34425        ,          ,            
NASDAQ, 1993-02-18, 1430      , 1215      , 1615       , 161073        , 93529        , 44016        ,          ,            
NASDAQ, 1993-02-19, 1432      , 1234      , 1596       , 108313        , 102318       , 32668        ,          ,            
NASDAQ, 1993-02-22, 1003      , 1687      , 1572       , 57072         , 198981       , 21387        ,          ,            
NASDAQ, 1993-02-23, 1239      , 1410      , 1610       , 104913        , 132848       , 33162        ,          ,            
NASDAQ, 1993-02-24, 1499      , 1136      , 1626       , 169516        , 83300        , 28100        ,          ,            
NASDAQ, 1993-02-25, 1411      , 1158      , 1698       , 132927        , 97447        , 29012        ,          ,            
NASDAQ, 1993-02-26, 1552      , 1045      , 1671       , 107988        , 79791        , 29546        ,          ,            
NASDAQ, 1993-03-01, 1281      , 1311      , 1676       , 84175         , 77045        , 24819        ,          ,            
NASDAQ, 1993-03-02, 1477      , 1159      , 1627       , 118985        , 56147        , 31950        ,          ,            
NASDAQ, 1993-03-03, 1511      , 1133      , 1621       , 144861        , 64210        , 28312        ,          ,            
NASDAQ, 1993-03-04, 1279      , 1295      , 1697       , 83120         , 118785       , 30140        ,          ,            
NASDAQ, 1993-03-05, 1395      , 1178      , 1700       , 104425        , 75370        , 34445        ,          ,            
NASDAQ, 1993-03-08, 1507      , 1144      , 1614       , 124583        , 67067        , 28293        ,          ,            
NASDAQ, 1993-03-09, 1400      , 1297      , 1572       , 117509        , 77487        , 37270        ,          ,            
NASDAQ, 1993-03-10, 1499      , 1193      , 1579       , 142221        , 73087        , 29890        ,          ,            
NASDAQ, 1993-03-11, 1412      , 1213      , 1650       , 112546        , 95891        , 38632        ,          ,            
NASDAQ, 1993-03-12, 1148      , 1462      , 1667       , 99068         , 99159        , 30072        ,          ,            
NASDAQ, 1993-03-15, 1419      , 1145      , 1713       , 101114        , 59550        , 26914        ,          ,            
NASDAQ, 1993-03-16, 1287      , 1322      , 1667       , 106426        , 91909        , 30934        ,          ,            
NASDAQ, 1993-03-17, 1180      , 1445      , 1653       , 61279         , 150523       , 33283        ,          ,            
NASDAQ, 1993-03-18, 1303      , 1263      , 1714       , 98588         , 103034       , 30084        ,          ,            
NASDAQ, 1993-03-19, 1170      , 1393      , 1722       , 74430         , 127211       , 34001        ,          ,            
NASDAQ, 1993-03-22, 932       , 1684      , 1667       , 62663         , 126665       , 23702        ,          ,            
NASDAQ, 1993-03-23, 1208      , 1339      , 1742       , 73393         , 114416       , 38339        ,          ,            
NASDAQ, 1993-03-24, 1212      , 1399      , 1683       , 95000         , 113782       , 34545        ,          ,            
NASDAQ, 1993-03-25, 1385      , 1155      , 1752       , 141474        , 51961        , 25862        ,          ,            
NASDAQ, 1993-03-26, 1410      , 1155      , 1728       , 104092        , 75473        , 24947        ,          ,            
NASDAQ, 1993-03-29, 1281      , 1309      , 1703       , 89830         , 78879        , 25768        ,          ,            
NASDAQ, 1993-03-30, 1398      , 1226      , 1673       , 113997        , 67380        , 34349        ,          ,            
NASDAQ, 1993-03-31, 1560      , 1108      , 1631       , 139124        , 86222        , 32578        ,          ,            
NASDAQ, 1993-04-01, 1270      , 1369      , 1663       , 102256        , 108000       , 36430        ,          ,            
NASDAQ, 1993-04-02, 900       , 1766      , 1637       , 47196         , 208819       , 23246        ,          ,            
NASDAQ, 1993-04-05, 1160      , 1406      , 1739       , 82539         , 76248        , 32056        ,          ,            
NASDAQ, 1993-04-06, 1000      , 1663      , 1640       , 64012         , 128614       , 24902        ,          ,            
NASDAQ, 1993-04-07, 1310      , 1269      , 1727       , 108532        , 73861        , 30152        ,          ,            
NASDAQ, 1993-04-08, 1278      , 1341      , 1687       , 78623         , 114458       , 27801        ,          ,            
NASDAQ, 1993-04-12, 1357      , 1303      , 1642       , 128827        , 54541        , 30780        ,          ,            
NASDAQ, 1993-04-13, 1539      , 1225      , 1540       , 122491        , 106810       , 27648        ,          ,            
NASDAQ, 1993-04-14, 1395      , 1312      , 1601       , 118233        , 92051        , 32824        ,          ,            
NASDAQ, 1993-04-15, 1270      , 1430      , 1607       , 82842         , 124849       , 39262        ,          ,            
NASDAQ, 1993-04-16, 1307      , 1353      , 1647       , 82386         , 112788       , 31605        ,          ,            
NASDAQ, 1993-04-19, 1198      , 1438      , 1673       , 84046         , 107691       , 31112        ,          ,            
NASDAQ, 1993-04-20, 1171      , 1526      , 1617       , 106111        , 111772       , 33441        ,          ,            
NASDAQ, 1993-04-21, 1410      , 1281      , 1624       , 118683        , 99528        , 30228        ,          ,            
NASDAQ, 1993-04-22, 1343      , 1297      , 1677       , 126010        , 97347        , 40425        ,          ,            
NASDAQ, 1993-04-23, 1262      , 1417      , 1639       , 94149         , 117422       , 31822        ,          ,            
NASDAQ, 1993-04-26, 904       , 1867      , 1543       , 50577         , 140837       , 20903        ,          ,            
NASDAQ, 1993-04-27, 1378      , 1332      , 1611       , 126785        , 85380        , 24622        ,          ,            
NASDAQ, 1993-04-28, 1410      , 1188      , 1723       , 122053        , 67271        , 31186        ,          ,            
NASDAQ, 1993-04-29, 1302      , 1296      , 1725       , 91659         , 87532        , 25771        ,          ,            
NASDAQ, 1993-04-30, 1547      , 1062      , 1716       , 123485        , 74263        , 29216        ,          ,            
NASDAQ, 1993-05-03, 1369      , 1231      , 1729       , 128723        , 47072        , 26536        ,          ,            
NASDAQ, 1993-05-04, 1606      , 1053      , 1668       , 185727        , 50041        , 32998        ,          ,            
NASDAQ, 1993-05-05, 1521      , 1107      , 1688       , 185718        , 75095        , 28377        ,          ,            
NASDAQ, 1993-05-06, 1326      , 1340      , 1651       , 111382        , 120965       , 27868        ,          ,            
NASDAQ, 1993-05-07, 1307      , 1320      , 1691       , 117486        , 82063        , 26566        ,          ,            
NASDAQ, 1993-05-10, 1381      , 1272      , 1664       , 104300        , 70481        , 31671        ,          ,            
NASDAQ, 1993-05-11, 1365      , 1304      , 1652       , 109941        , 80064        , 33261        ,          ,            
